Agent_Age,Agent_Rating,Weather,Traffic,Vehicle,Area,Delivery_Time,Category,Distance_km,Order_Hour,Order_DayOfWeek,Order_Month,Order_to_Pickup_Minutes
22,4.8,Sunny,High ,van,Metropolitian ,17,Grocery,6.049968949184032,12,2,3,15.0
35,4.9,Cloudy,Medium ,motorcycle ,Metropolitian ,75,Jewelry,7.652510173139905,18,1,4,10.0
27,4.7,Fog,Medium ,motorcycle ,Metropolitian ,120,Clothing,9.435201537430714,18,0,3,5.0
38,4.5,Sunny,Jam ,motorcycle ,Urban ,85,Clothing,13.971950882978046,19,4,3,15.0
22,4.6,Windy,Low ,scooter ,Metropolitian ,90,Skincare,9.348072739621905,22,0,3,10.0
38,4.5,Cloudy,Low ,scooter ,Metropolitian ,18,Grocery,8.929198704119369,23,1,2,10.0
34,5.0,Sandstorms,Medium ,scooter ,Metropolitian ,160,Snacks,4.596251207088927,17,5,3,10.0
36,4.9,Cloudy,Medium ,scooter ,Metropolitian ,215,Home,19.916260009775197,17,6,3,10.0
36,4.7,Sunny,Medium ,motorcycle ,Metropolitian ,16,Grocery,6.217834398578936,16,5,3,5.0
33,5.0,Sunny,Low ,van,Metropolitian ,65,Books,3.059460076834105,10,6,3,5.0
32,4.6,Cloudy,Low ,scooter ,Urban ,125,Outdoors,16.635629218678122,22,5,4,15.0
21,4.7,Fog,Jam ,motorcycle ,Metropolitian ,145,Electronics,9.060372371427242,20,3,2,10.0
29,4.3,Windy,Jam ,motorcycle ,Metropolitian ,32,Grocery,13.681631975373575,19,0,4,10.0
27,4.8,Stormy,Low ,scooter ,Metropolitian ,90,Cosmetics,4.65694538594946,23,5,3,-1425.0
36,4.5,Sunny,Medium ,scooter ,Other,75,Home,6.081139317039376,16,6,4,5.0
21,4.6,Stormy,Jam ,motorcycle ,Metropolitian ,155,Cosmetics,8.953309267799316,19,6,2,10.0
21,4.8,Sunny,Jam ,motorcycle ,Metropolitian ,105,Toys,14.045456883618343,19,2,2,15.0
36,4.6,Windy,Low ,van,Metropolitian ,145,Shoes,10.707144604562082,23,6,3,5.0
24,4.0,Cloudy,Jam ,scooter ,Metropolitian ,210,Home,13.68149202266889,19,2,3,5.0
34,5.0,Stormy,High ,motorcycle ,Metropolitian ,170,Electronics,6.14663364596065,12,4,3,15.0
31,4.5,Stormy,High ,motorcycle ,Metropolitian ,145,Outdoors,3.116248509790061,11,0,3,15.0
24,4.9,Windy,High ,van,Metropolitian ,95,Clothing,1.520369481743939,11,3,3,5.0
25,4.8,Stormy,Medium ,van,Metropolitian ,100,Books,10.71321076429732,18,3,3,10.0
27,4.6,Cloudy,High ,scooter ,Urban ,155,Apparel,6.080882967594328,12,2,3,10.0
24,4.8,Cloudy,Low ,motorcycle ,Metropolitian ,115,Jewelry,10.865882927764757,22,2,3,5.0
26,4.7,Cloudy,Low ,scooter ,Urban ,125,Cosmetics,19.8839743283605,23,1,3,10.0
37,4.6,Cloudy,Low ,motorcycle ,Urban ,95,Snacks,7.68369791028496,22,6,3,10.0
22,5.0,Windy,Medium ,motorcycle ,Urban ,110,Outdoors,6.208989450210038,15,1,3,10.0
31,4.7,Sunny,Low ,scooter ,Metropolitian ,85,Home,9.435201537430714,22,2,3,5.0
22,4.5,Fog,Jam ,motorcycle ,Metropolitian ,140,Outdoors,9.314044193379946,21,4,3,5.0
38,4.5,Sandstorms,Jam ,motorcycle ,Metropolitian ,140,Skincare,4.717601092054723,20,4,3,10.0
22,4.7,Windy,High ,motorcycle ,Metropolitian ,145,Clothing,3.063638579712219,11,5,3,10.0
29,4.9,Cloudy,Low ,scooter ,Metropolitian ,130,Apparel,19.916194656540203,22,2,4,10.0
21,4.9,Cloudy,Low ,scooter ,Urban ,75,Clothing,4.610285665960067,23,3,3,5.0
29,4.7,Sunny,High ,scooter ,Other,80,Clothing,3.1044353971266565,11,5,3,15.0
33,4.6,Sunny,Medium ,motorcycle ,Metropolitian ,17,Grocery,16.600361127912656,18,2,3,15.0
35,5.0,Stormy,High ,motorcycle ,Metropolitian ,155,Outdoors,2.9795000083819434,12,1,4,10.0
24,4.8,Fog,Jam ,van,Metropolitian ,115,Kitchen,4.590771505102242,20,2,3,15.0
39,4.9,Sandstorms,Jam ,van,Metropolitian ,125,Shoes,16.635820545592292,21,0,3,5.0
25,4.9,Fog,Medium ,scooter ,Metropolitian ,80,Outdoors,4.589124571257244,18,1,4,15.0
34,4.8,Sunny,High ,van,Metropolitian ,95,Jewelry,3.104556052438096,11,4,4,15.0
26,4.6,Cloudy,Jam ,scooter ,Metropolitian ,155,Pet Supplies,12.293569688294703,19,2,3,10.0
20,4.0,Fog,Jam ,motorcycle ,Metropolitian ,155,Jewelry,12.294166376369665,19,3,3,15.0
37,3.9,Sandstorms,Jam ,van,Metropolitian ,215,Home,16.636808584025776,19,6,3,5.0
26,4.8,Windy,Medium ,motorcycle ,Metropolitian ,135,Toys,6.04975791889521,15,3,3,10.0
38,4.6,Sunny,Low ,motorcycle ,Metropolitian ,120,Clothing,1.5126000890232916,8,3,3,15.0
25,4.9,Fog,Jam ,motorcycle ,Metropolitian ,210,Shoes,16.821912713961545,20,3,3,5.0
20,4.7,Sandstorms,Low ,motorcycle ,Metropolitian ,18,Grocery,10.444971530235124,23,4,2,15.0
24,4.9,Sandstorms,Low ,scooter ,Metropolitian ,75,Jewelry,1.5448861219871521,10,1,2,5.0
39,4.6,Fog,Low ,scooter ,Other,85,Sports,1.5367312329664098,9,4,3,5.0
23,4.8,Sunny,Medium ,motorcycle ,Urban ,10,Grocery,19.975152579495532,18,6,3,15.0
28,4.8,Stormy,Low ,motorcycle ,Metropolitian ,105,Sports,13.76685500858734,0,2,4,15.0
34,4.4,Sandstorms,Jam ,scooter ,Metropolitian ,185,Sports,13.972194586930332,21,3,3,10.0
32,4.9,Windy,High ,motorcycle ,Urban ,150,Books,3.040688634015558,11,1,4,5.0
26,4.5,Fog,Low ,motorcycle ,Metropolitian ,140,Jewelry,10.588906536688087,22,3,3,5.0
22,4.8,Stormy,Low ,van,Metropolitian ,85,Pet Supplies,16.830914549955864,23,4,3,-1425.0
36,4.9,Sandstorms,Low ,scooter ,Metropolitian ,85,Snacks,13.620342411997079,22,0,2,10.0
30,4.7,Sunny,Medium ,motorcycle ,Metropolitian ,145,Outdoors,10.641436955070953,19,6,3,5.0
23,4.8,Sunny,Low ,scooter ,Urban ,80,Clothing,4.561113588992224,22,1,3,5.0
27,4.1,Sandstorms,Low ,motorcycle ,Metropolitian ,90,Outdoors,1.5093571915760948,10,1,3,10.0
38,4.9,Windy,Medium ,motorcycle ,Urban ,115,Sports,16.6480043316615,18,4,2,15.0
20,4.6,Sunny,Medium ,scooter ,Metropolitian ,80,Apparel,20.206226468830582,17,3,3,10.0
31,4.6,Cloudy,Jam ,motorcycle ,Semi-Urban ,240,Toys,19.658727827948923,20,2,4,10.0
27,4.2,Sandstorms,Low ,motorcycle ,Metropolitian ,130,Toys,1.5322206834602052,9,6,3,10.0
21,4.7,Fog,Low ,scooter ,Metropolitian ,50,Sports,1.5525722988574742,10,5,3,5.0
28,4.4,Windy,Low ,motorcycle ,Metropolitian ,80,Shoes,1.5297989528631668,9,3,3,15.0
25,4.5,Sandstorms,High ,scooter ,Metropolitian ,50,Jewelry,5.959266895919676,12,2,3,15.0
33,4.9,Sandstorms,Medium ,motorcycle ,Metropolitian ,245,Snacks,16.851738065958607,18,3,3,10.0
20,4.1,Sunny,Jam ,motorcycle ,Metropolitian ,225,Books,4.589265860691712,19,2,3,5.0
39,4.8,Windy,Low ,scooter ,Metropolitian ,100,Apparel,3.0593634547239317,8,0,3,5.0
26,5.0,Stormy,Medium ,motorcycle ,Metropolitian ,75,Electronics,6.208827615119002,15,0,3,10.0
24,4.5,Stormy,Low ,motorcycle ,Metropolitian ,95,Shoes,1.5295062057776052,9,2,3,15.0
30,4.7,Sandstorms,Low ,scooter ,Metropolitian ,145,Home,3.0274796596976112,9,3,2,15.0
38,4.7,Stormy,Medium ,scooter ,Metropolitian ,105,Electronics,16.98127335203476,18,0,2,15.0
27,4.6,Stormy,Jam ,scooter ,Metropolitian ,90,Shoes,4.657671710224878,21,5,3,15.0
29,4.9,Windy,Low ,scooter ,Urban ,75,Kitchen,2.979626144829987,9,4,4,5.0
27,4.9,Sunny,High ,motorcycle ,Urban ,95,Apparel,1.5322753274864631,11,1,3,5.0
33,4.7,Stormy,High ,motorcycle ,Metropolitian ,150,Kitchen,2.9962278180180206,11,1,2,15.0
29,4.6,Sandstorms,Jam ,motorcycle ,Metropolitian ,135,Shoes,20.831034086787454,21,5,2,15.0
27,4.1,Sandstorms,Jam ,motorcycle ,Metropolitian ,180,Home,7.7624991757103565,22,6,3,15.0
37,4.2,Windy,Medium ,motorcycle ,Urban ,235,Books,10.427667505405807,18,2,3,5.0
37,4.7,Sunny,Jam ,van,Metropolitian ,120,Outdoors,19.618918347479877,19,0,3,5.0
26,4.5,Sandstorms,High ,motorcycle ,Metropolitian ,11,Grocery,3.073599739868747,11,4,3,5.0
25,4.9,Fog,Low ,motorcycle ,Metropolitian ,50,Books,3.0184094452114865,10,3,3,10.0
27,4.6,Sunny,Jam ,motorcycle ,Urban ,60,Kitchen,7.5735286916855555,20,6,3,15.0
23,4.8,Sandstorms,High ,scooter ,Metropolitian ,105,Toys,6.08153593718375,13,0,3,10.0
35,5.0,Sunny,Medium ,motorcycle ,Metropolitian ,26,Grocery,7.790336733567704,18,3,3,15.0
29,4.2,Fog,Jam ,motorcycle ,Metropolitian ,220,Pet Supplies,16.60246716832672,20,5,3,10.0
35,4.6,Fog,Jam ,motorcycle ,Urban ,205,Shoes,19.8839743283605,20,2,4,5.0
20,4.9,Stormy,Jam ,motorcycle ,Metropolitian ,140,Snacks,9.0554769335006,20,0,3,10.0
30,4.5,Fog,Low ,scooter ,Metropolitian ,95,Pet Supplies,1.5580833985948437,9,5,3,10.0
33,4.6,Sandstorms,Medium ,motorcycle ,Metropolitian ,120,Sports,17.16591503105296,17,0,2,10.0
30,4.0,Stormy,Jam ,motorcycle ,Metropolitian ,175,Apparel,20.253686339517458,21,0,3,10.0
31,4.2,Cloudy,High ,motorcycle ,Metropolitian ,170,Home,1.554424975889475,11,1,3,15.0
28,4.5,Windy,Jam ,scooter ,Urban ,75,Outdoors,19.880040740546,20,0,4,15.0
33,4.6,Windy,Low ,scooter ,Metropolitian ,125,Home,20.85333460818602,22,2,4,10.0
31,4.8,Windy,Jam ,scooter ,Metropolitian ,145,Outdoors,9.121874253616898,21,4,3,15.0
21,5.0,Fog,Medium ,motorcycle ,Metropolitian ,205,Electronics,19.37374583495492,18,3,3,10.0
22,4.7,Cloudy,Jam ,motorcycle ,Metropolitian ,180,Outdoors,20.82785802182746,21,5,2,5.0
39,4.7,Fog,Jam ,motorcycle ,Metropolitian ,145,Books,9.054602228168925,19,6,4,10.0
36,4.4,Stormy,Medium ,motorcycle ,Metropolitian ,155,Kitchen,7.760775621293676,18,1,4,10.0
24,4.9,Windy,Jam ,scooter ,Urban ,130,Home,13.77113289483828,20,2,3,15.0
36,4.6,Stormy,Low ,scooter ,Urban ,100,Cosmetics,1.572533729286321,9,6,3,10.0
38,5.0,Fog,Medium ,motorcycle ,Urban ,90,Clothing,6.29013467763468,16,6,2,5.0
34,4.1,Sandstorms,Medium ,motorcycle ,Metropolitian ,160,Shoes,19.87758403140865,19,5,4,10.0
33,4.7,Windy,Medium ,scooter ,Metropolitian ,115,Toys,13.990151177257511,17,3,3,5.0
35,5.0,Stormy,High ,motorcycle ,Metropolitian ,135,Apparel,6.128684140033282,15,4,4,5.0
21,4.6,Cloudy,Low ,scooter ,Urban ,75,Outdoors,3.0295222215900934,9,1,3,10.0
33,4.7,Windy,Low ,motorcycle ,Urban ,125,Apparel,14.022136830289478,23,0,4,15.0
36,4.6,Fog,High ,scooter ,Metropolitian ,130,Kitchen,6.081204324626466,12,1,4,5.0
27,5.0,Fog,Low ,motorcycle ,Urban ,85,Skincare,3.0188764660307563,10,4,3,10.0
35,4.8,Sunny,Medium ,scooter ,Metropolitian ,130,Home,10.587732954177069,18,2,3,15.0
24,4.7,Fog,Medium ,scooter ,Metropolitian ,190,Shoes,19.761110067714096,17,4,3,10.0
37,4.4,Stormy,Jam ,motorcycle ,Urban ,210,Cosmetics,13.615833459011268,20,2,3,10.0
39,4.8,Fog,Medium ,scooter ,Urban ,90,Clothing,6.147106622705506,15,1,4,5.0
20,4.8,Cloudy,Low ,van,Metropolitian ,100,Shoes,10.60245939514964,22,1,3,10.0
26,4.8,Stormy,Low ,motorcycle ,Urban ,55,Jewelry,1.5366213355982792,8,6,3,15.0
38,4.9,Sunny,Low ,motorcycle ,Metropolitian ,120,Toys,13.62097358455405,22,5,2,15.0
37,4.8,Sunny,Medium ,scooter ,Urban ,105,Apparel,7.448311138215936,18,0,3,5.0
23,4.9,Cloudy,Medium ,scooter ,Metropolitian ,65,Books,7.64537402705469,17,1,3,15.0
30,4.8,Stormy,Low ,scooter ,Metropolitian ,140,Toys,2.9304365481025347,8,3,2,5.0
21,5.0,Fog,Low ,motorcycle ,Metropolitian ,95,Outdoors,1.5293087736834532,8,0,3,10.0
30,4.9,Cloudy,Medium ,scooter ,Metropolitian ,165,Shoes,13.768718508386595,17,0,3,5.0
24,4.1,Sandstorms,High ,motorcycle ,Urban ,165,Snacks,6.058923147526397,13,6,3,10.0
36,4.8,Fog,Jam ,motorcycle ,Metropolitian ,40,Grocery,19.659494006263994,19,4,3,10.0
31,4.9,Fog,Jam ,motorcycle ,Metropolitian ,210,Shoes,13.407238587856966,19,2,3,10.0
26,4.6,Sandstorms,Medium ,motorcycle ,Urban ,135,Pet Supplies,9.056095962462345,18,1,4,5.0
24,4.9,Cloudy,Medium ,motorcycle ,Metropolitian ,130,Outdoors,7.546800541055753,17,1,3,15.0
29,4.7,Sandstorms,Medium ,motorcycle ,Urban ,95,Sports,10.7555029596215,17,0,4,15.0
30,4.2,Windy,Low ,motorcycle ,Other,115,Clothing,7.659687719505771,23,2,3,10.0
39,4.2,Sunny,Jam ,motorcycle ,Metropolitian ,210,Outdoors,16.113513635293224,19,2,2,5.0
20,4.6,Fog,Low ,motorcycle ,Metropolitian ,130,Sports,19.761050003538962,23,4,3,10.0
24,4.7,Stormy,Low ,motorcycle ,Urban ,65,Clothing,1.5095756042667012,9,6,4,10.0
28,4.5,Sunny,Low ,motorcycle ,Metropolitian ,105,Toys,13.989852322089257,0,3,3,15.0
30,5.0,Windy,Low ,van,Metropolitian ,140,Books,1.5524148945455951,8,6,3,15.0
36,4.3,Windy,Low ,motorcycle ,Metropolitian ,130,Electronics,1.526396912039431,9,1,2,15.0
29,4.9,Sunny,Low ,van,Urban ,16,Grocery,1.536842088254878,10,3,3,15.0
23,4.2,Stormy,High ,motorcycle ,Metropolitian ,185,Cosmetics,6.146925931738805,12,4,3,5.0
23,4.6,Stormy,Low ,motorcycle ,Metropolitian ,105,Books,10.881731319465793,23,2,3,-1430.0
31,4.4,Windy,Jam ,van,Metropolitian ,170,Sports,9.121491544069729,19,0,3,10.0
37,4.6,Stormy,Jam ,motorcycle ,Metropolitian ,225,Books,14.044925285939733,19,5,2,15.0
21,4.9,Cloudy,Low ,scooter ,Urban ,80,Books,1.536864059415262,9,1,3,5.0
25,4.8,Cloudy,Jam ,motorcycle ,Metropolitian ,45,Grocery,16.384502397510182,19,4,3,15.0
33,4.9,Sunny,Jam ,motorcycle ,Other,135,Snacks,7.646982582847267,20,0,3,5.0
31,4.8,Stormy,Low ,motorcycle ,Metropolitian ,105,Pet Supplies,1.513707650524192,10,6,2,5.0
24,5.0,Cloudy,Jam ,scooter ,Metropolitian ,205,Sports,16.365721535926983,20,0,2,5.0
23,4.7,Sandstorms,Medium ,van,Metropolitian ,115,Outdoors,7.772809995408273,18,3,3,5.0
37,4.0,Stormy,Medium ,motorcycle ,Urban ,31,Grocery,13.631339548300275,18,2,3,10.0
39,4.8,Stormy,Low ,motorcycle ,Urban ,100,Jewelry,12.075147204184725,23,4,3,10.0
34,4.4,Cloudy,Jam ,motorcycle ,Urban ,210,Snacks,20.506343001219367,21,0,2,15.0
30,5.0,Fog,High ,scooter ,Metropolitian ,190,Cosmetics,3.025144329113595,11,1,3,15.0
39,5.0,Windy,Jam ,motorcycle ,Metropolitian ,190,Home,19.68840740892438,21,4,3,5.0
22,4.2,Stormy,Jam ,motorcycle ,Metropolitian ,185,Books,4.632263051146014,21,3,2,15.0
38,5.0,Cloudy,Jam ,scooter ,Other,130,Electronics,7.763161028493024,19,0,3,15.0
35,4.0,Sandstorms,High ,motorcycle ,Metropolitian ,205,Kitchen,3.104463374954771,11,4,4,10.0
39,5.0,Stormy,Low ,motorcycle ,Metropolitian ,110,Shoes,12.580267822400963,22,2,2,15.0
26,4.9,Fog,Medium ,motorcycle ,Metropolitian ,110,Cosmetics,6.29013467763468,15,3,3,15.0
38,4.8,Sunny,Medium ,motorcycle ,Metropolitian ,75,Books,9.056004306816446,19,0,3,10.0
29,4.8,Sunny,Jam ,van,Urban ,21,Grocery,20.44292976252901,19,2,4,10.0
27,4.8,Windy,Low ,motorcycle ,Urban ,110,Clothing,13.829931792649827,22,2,3,5.0
37,5.0,Cloudy,Medium ,motorcycle ,Urban ,90,Clothing,6.037118440222451,15,4,4,10.0
34,5.0,Fog,Low ,motorcycle ,Urban ,75,Home,3.040666798077057,9,6,4,5.0
25,4.9,Windy,Medium ,motorcycle ,Metropolitian ,115,Books,14.15280068944862,18,0,2,10.0
38,4.7,Stormy,Low ,motorcycle ,Metropolitian ,110,Clothing,12.117044368866695,23,5,4,-1435.0
30,4.9,Windy,Medium ,scooter ,Metropolitian ,125,Electronics,6.232472211118879,15,0,3,15.0
37,4.3,Cloudy,Jam ,scooter ,Metropolitian ,205,Toys,16.36837625867042,21,5,2,10.0
30,5.0,Sandstorms,Medium ,scooter ,Metropolitian ,135,Cosmetics,12.108726603462411,17,5,2,5.0
37,4.7,Sunny,Low ,scooter ,Metropolitian ,95,Snacks,16.38446703586394,22,5,4,5.0
26,4.6,Sunny,Medium ,scooter ,Metropolitian ,90,Apparel,16.63531520325545,18,2,3,5.0
23,4.8,Fog,Low ,motorcycle ,Metropolitian ,100,Outdoors,1.5204709334108633,10,0,3,10.0
37,4.9,Cloudy,Medium ,motorcycle ,Urban ,185,Jewelry,20.253459166411545,18,5,4,5.0
25,4.6,Fog,High ,motorcycle ,Metropolitian ,105,Outdoors,3.073391571443161,11,5,3,5.0
25,4.7,Stormy,Jam ,scooter ,Urban ,125,Toys,16.849904095492622,19,3,3,10.0
20,4.9,Windy,Low ,motorcycle ,Metropolitian ,105,Toys,13.611337814321281,22,5,4,10.0
32,4.3,Stormy,Medium ,scooter ,Metropolitian ,195,Sports,12.419632405531052,17,0,3,15.0
29,4.9,Sandstorms,Jam ,motorcycle ,Metropolitian ,100,Kitchen,7.64537402705469,21,3,3,10.0
20,4.0,Stormy,Low ,motorcycle ,Metropolitian ,130,Home,3.018883117682491,10,2,3,10.0
20,4.3,Cloudy,Medium ,scooter ,Metropolitian ,155,Shoes,13.63127120906983,17,0,3,15.0
33,4.9,Windy,Medium ,motorcycle ,Urban ,125,Home,5.968985457275438,16,6,2,5.0
34,4.9,Cloudy,High ,scooter ,Metropolitian ,160,Outdoors,6.232180611484166,14,3,3,15.0
37,4.8,Sandstorms,Medium ,motorcycle ,Metropolitian ,125,Clothing,6.147415198875053,15,0,3,15.0
38,5.0,Fog,Low ,motorcycle ,Metropolitian ,19,Grocery,1.532276469519439,10,0,3,10.0
24,4.8,Sandstorms,Low ,motorcycle ,Metropolitian ,70,Cosmetics,10.866277692518308,22,1,3,10.0
20,4.0,Fog,High ,scooter ,Metropolitian ,165,Electronics,6.081091813811516,12,0,3,10.0
37,4.6,Windy,Low ,motorcycle ,Metropolitian ,135,Home,20.183529728733618,0,6,3,10.0
32,4.7,Windy,Low ,scooter ,Metropolitian ,110,Home,9.081845042090478,23,3,2,5.0
39,4.8,Sunny,High ,van,Urban ,105,Apparel,6.14707622035735,14,2,3,10.0
39,4.0,Fog,Low ,motorcycle ,Metropolitian ,220,Jewelry,16.608224637742175,23,2,2,15.0
28,4.6,Sandstorms,Low ,motorcycle ,Urban ,55,Cosmetics,12.236790662986138,23,6,3,-1425.0
39,5.0,Stormy,Jam ,scooter ,Metropolitian ,150,Clothing,10.867421265092352,20,3,3,15.0
20,4.6,Fog,Medium ,motorcycle ,Urban ,95,Snacks,6.210168035777162,15,2,3,10.0
32,4.5,Sunny,Low ,motorcycle ,Metropolitian ,120,Books,9.056024276265346,22,3,3,5.0
26,4.8,Sunny,Jam ,scooter ,Metropolitian ,80,Electronics,9.313300003113902,21,0,3,15.0
33,4.6,Sandstorms,Low ,motorcycle ,Urban ,115,Books,3.1162419915691593,9,0,3,15.0
39,4.1,Stormy,Jam ,scooter ,Metropolitian ,195,Toys,20.857115324129595,20,3,3,10.0
20,5.0,Fog,Jam ,motorcycle ,Urban ,205,Books,12.233239995053252,21,3,3,15.0
21,4.6,Stormy,Jam ,motorcycle ,Urban ,100,Clothing,10.724430107278945,22,5,3,15.0
32,4.7,Cloudy,Jam ,motorcycle ,Urban ,155,Pet Supplies,9.435201537430714,20,4,4,5.0
31,4.3,Sunny,Jam ,motorcycle ,Metropolitian ,185,Toys,16.849939918016492,20,1,3,5.0
39,4.6,Stormy,Low ,scooter ,Metropolitian ,115,Pet Supplies,1.53058864856925,10,5,3,5.0
26,4.6,Sandstorms,Medium ,motorcycle ,Metropolitian ,120,Home,7.601876617115989,17,2,3,5.0
24,4.9,Stormy,Medium ,scooter ,Urban ,100,Snacks,4.674295333360666,18,5,3,15.0
36,4.9,Sunny,Low ,motorcycle ,Urban ,80,Home,3.026096197898999,8,3,3,5.0
27,4.1,Windy,Jam ,motorcycle ,Metropolitian ,165,Sports,4.663344843093785,19,0,3,10.0
30,4.2,Fog,Medium ,van,Metropolitian ,185,Electronics,12.484534174548964,18,0,2,10.0
37,4.1,Fog,Jam ,scooter ,Metropolitian ,230,Books,14.15280068944862,19,4,2,5.0
21,4.7,Sunny,Low ,van,Metropolitian ,95,Jewelry,9.314044064891696,23,3,3,10.0
31,4.7,Sunny,Low ,motorcycle ,Urban ,125,Clothing,16.411946865277123,23,5,2,-1425.0
27,4.8,Windy,Low ,scooter ,Metropolitian ,80,Pet Supplies,20.253785359470783,23,2,3,5.0
39,4.7,Cloudy,Jam ,motorcycle ,Metropolitian ,190,Outdoors,11.905030946256336,20,0,2,5.0
26,4.9,Cloudy,Jam ,motorcycle ,Urban ,155,Electronics,16.83409066322075,20,2,3,5.0
22,4.9,Fog,Low ,motorcycle ,Metropolitian ,115,Cosmetics,17.077999100718277,23,6,3,5.0
24,5.0,Sunny,Jam ,motorcycle ,Metropolitian ,100,Clothing,13.830329612968956,19,4,3,10.0
35,4.2,Windy,Low ,motorcycle ,Metropolitian ,165,Books,9.435201537430714,22,2,3,5.0
32,4.8,Fog,Low ,motorcycle ,Metropolitian ,140,Outdoors,4.596251207088927,23,4,4,15.0
20,4.6,Cloudy,Low ,motorcycle ,Metropolitian ,120,Snacks,13.68250488691661,23,5,4,10.0
36,4.9,Windy,Low ,motorcycle ,Metropolitian ,100,Pet Supplies,1.5126978119717678,10,3,3,15.0
22,4.3,Windy,High ,motorcycle ,Metropolitian ,190,Pet Supplies,3.145067434621583,11,3,2,15.0
32,4.7,Fog,Jam ,motorcycle ,Metropolitian ,215,Kitchen,10.42729940099495,22,2,3,10.0
20,4.6,Sandstorms,Medium ,motorcycle ,Urban ,90,Home,4.717601092054723,18,3,3,10.0
39,4.6,Windy,Low ,motorcycle ,Metropolitian ,105,Pet Supplies,3.109096155702646,10,1,4,10.0
37,4.9,Sandstorms,Jam ,van,Metropolitian ,135,Outdoors,20.178100872931342,19,6,3,5.0
34,4.7,Cloudy,Low ,scooter ,Metropolitian ,85,Jewelry,3.025279772423236,9,0,3,5.0
23,4.7,Windy,Jam ,scooter ,Metropolitian ,105,Home,12.580267822400963,21,0,2,15.0
37,4.0,Stormy,High ,motorcycle ,Metropolitian ,170,Apparel,3.025098484224574,12,0,3,5.0
39,4.3,Stormy,Jam ,motorcycle ,Metropolitian ,155,Outdoors,9.193093962702912,22,3,3,10.0
25,4.8,Fog,Medium ,motorcycle ,Metropolitian ,85,Apparel,7.6495063183287915,18,1,4,15.0
23,4.3,Cloudy,Jam ,scooter ,Metropolitian ,160,Outdoors,7.60180033473793,20,2,3,15.0
22,4.6,Sandstorms,Low ,motorcycle ,Metropolitian ,95,Apparel,10.57008222716591,23,4,2,5.0
25,4.9,Sandstorms,Jam ,motorcycle ,Metropolitian ,145,Jewelry,9.193014472266961,19,6,3,5.0
27,4.8,Sunny,Low ,scooter ,Other,75,Kitchen,4.544085706303389,22,5,3,10.0
33,4.8,Cloudy,Low ,motorcycle ,Metropolitian ,85,Apparel,3.040697853651633,8,2,3,10.0
38,4.8,Sunny,Low ,motorcycle ,Urban ,140,Jewelry,4.494227798361535,0,6,2,5.0
38,4.6,Fog,Medium ,motorcycle ,Metropolitian ,165,Kitchen,16.83409066322075,17,4,3,5.0
25,4.5,Sunny,High ,motorcycle ,Urban ,80,Toys,1.558114851289754,11,3,3,15.0
39,4.8,Sandstorms,Low ,motorcycle ,Metropolitian ,120,Snacks,10.445117790144197,22,5,2,15.0
39,5.0,Sandstorms,Low ,motorcycle ,Metropolitian ,105,Books,3.1054853062814938,10,4,3,15.0
37,4.4,Windy,Jam ,motorcycle ,Metropolitian ,210,Apparel,13.40589201844524,19,6,3,10.0
20,4.0,Fog,Jam ,van,Metropolitian ,170,Shoes,12.07929639549024,19,4,2,15.0
28,4.3,Cloudy,Jam ,motorcycle ,Metropolitian ,155,Sports,7.7725232004434295,21,0,3,15.0
23,4.7,Cloudy,High ,motorcycle ,Metropolitian ,115,Pet Supplies,3.108983787513406,11,2,3,10.0
27,4.5,Fog,Medium ,motorcycle ,Urban ,50,Home,7.772596236164787,18,3,3,15.0
33,4.1,Windy,Low ,motorcycle ,Metropolitian ,105,Apparel,2.979598701342032,9,3,3,15.0
32,4.8,Sandstorms,Low ,scooter ,Urban ,145,Home,1.5607174317807049,10,4,2,15.0
36,4.8,Cloudy,Low ,motorcycle ,Urban ,200,Cosmetics,20.86362506156607,23,2,3,15.0
26,4.7,Sunny,Low ,motorcycle ,Other,75,Clothing,3.063638579712219,10,2,3,5.0
39,4.1,Sandstorms,Medium ,van,Metropolitian ,155,Jewelry,6.050084991996258,16,0,3,15.0
26,4.7,Sunny,High ,scooter ,Metropolitian ,75,Kitchen,6.058923147526397,13,0,3,5.0
31,4.8,Fog,Low ,scooter ,Metropolitian ,80,Cosmetics,1.4923280527588916,8,3,2,10.0
39,4.6,Fog,Medium ,motorcycle ,Metropolitian ,175,Clothing,20.20724042537554,17,2,4,10.0
39,5.0,Cloudy,Low ,motorcycle ,Metropolitian ,75,Jewelry,7.8626681674103684,22,1,3,10.0
36,4.6,Cloudy,Medium ,motorcycle ,Metropolitian ,150,Cosmetics,7.6470478692714,17,0,3,5.0
22,4.9,Fog,High ,motorcycle ,Metropolitian ,140,Pet Supplies,3.064427093024872,11,1,3,10.0
26,5.0,Sandstorms,Low ,scooter ,Metropolitian ,70,Toys,10.906432552887628,23,1,3,15.0
24,4.9,Stormy,Jam ,scooter ,Metropolitian ,80,Sports,7.5735237341835395,20,2,3,5.0
31,5.0,Fog,Jam ,scooter ,Urban ,245,Clothing,13.990536544120216,19,6,3,15.0
24,4.7,Sunny,Jam ,scooter ,Metropolitian ,80,Pet Supplies,11.007734763744617,20,2,3,10.0
28,4.9,Sunny,Low ,motorcycle ,Metropolitian ,125,Skincare,11.007734763744617,23,0,2,5.0
